# Prices of all markets
market,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,unit_conv
SpainCstSESpainCstSE_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SpainCstSESpainCstSE_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SpainCstSE_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SriLankaSriLanka_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SriLankaSriLanka_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SriLanka_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
StLwrncRStLwrncR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
StLwrncRStLwrncR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
StLwrncR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SugarCrop,NoReported,,,,,,,,,,,,,,,,,,1
SulawesiSulawesi_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SulawesiSulawesi_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Sulawesi_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SumatraSumatra_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SumatraSumatra_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Sumatra_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SwedenSweden_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SwedenSweden_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Sweden_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SyrDaryaRSyrDaryaR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SyrDaryaRSyrDaryaR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SyrDaryaR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
TagusRTagusR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
TagusRTagusR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
TagusR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
Taiwan_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
Taiwan_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
TaptiRTaptiR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
TaptiRTaptiR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
TaptiR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
TarimTarim_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
TarimTarim_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
TasmaniaTasmania_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
TasmaniaTasmania_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Tasmania_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
TehuantpcTehuantpc_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
TehuantpcTehuantpc_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Tehuantpc_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
TennRTennR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
TennRTennR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
TennR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
TexasCstTexasCst_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
TexasCstTexasCst_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
TexasCst_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
ThaiGulfThaiGulf_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
ThaiGulfThaiGulf_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
TiberRTiberR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
TiberRTiberR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
TiberR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
TibetTibet_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
TibetTibet_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
TigrEuphRTigrEuphR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
TigrEuphRTigrEuphR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
TigrEuphR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
TocantinsRTocantinsR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
TocantinsRTocantinsR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
TocantinsR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
UnmanagedLand,NoReported,,,,,,,,,,,,,,,,,,1
UralRUralR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
UralRUralR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
UralR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
UsaColoRNUsaColoRN_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
UsaColoRNUsaColoRN_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
UsaColoRN_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
UsaColoRSUsaColoRS_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
UsaColoRSUsaColoRS_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
UsaColoRS_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
UsaCstEUsaCstE_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
UsaCstEUsaCstE_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
UsaCstE_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
UsaCstNEUsaCstNE_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
UsaCstNEUsaCstNE_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
UsaCstNE_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
UsaCstSEUsaCstSE_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
UsaCstSEUsaCstSE_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
UsaCstSE_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
UsaPacNWUsaPacNW_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
UsaPacNWUsaPacNW_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
UsaPacNW_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
Vegetables,NoReported,,,,,,,,,,,,,,,,,,1
VietnamCstVietnamCst_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
VietnamCstVietnamCst_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
VolgaRVolgaR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
VolgaRVolgaR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
VolgaR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
VoltaRVoltaR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
VoltaRVoltaR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Wheat,NoReported,,,,,,,,,,,,,,,,,,1
WislaRWislaR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
WislaRWislaR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
WislaR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
XunJiangXunJiang_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
XunJiangXunJiang_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
XunJiang_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
YangtzeYangtze_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
YangtzeYangtze_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Yangtze_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
YeniseiRYeniseiR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
YeniseiRYeniseiR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
YucatanPYucatanP_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
YucatanPYucatanP_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
YucatanP_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
ZambeziRZambeziR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
ZambeziRZambeziR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
ZambeziR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
ZiyaHeZiyaHe_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
ZiyaHeZiyaHe_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
ZiyaHe_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
agricultural energy use,NoReported,,,,,,,,,,,,,,,,,,1
agricultural energy use-tfe,NoReported,,,,,,,,,,,,,,,,,,1
airCO2,NoReported,,,,,,,,,,,,,,,,,,1
alumina,NoReported,,,,,,,,,,,,,,,,,,1
aluminum,NoReported,,,,,,,,,,,,,,,,,,1
aluminum-tfe,NoReported,,,,,,,,,,,,,,,,,,1
ammonia,NoReported,,,,,,,,,,,,,,,,,,1
backup_electricity,NoReported,,,,,,,,,,,,,,,,,,1
biomass,Price|Secondary Energy|Solids,Price|Secondary Energy|Solids|Biomass,,,,,,,,,,,,,,,,,1
biophysical water consumption,NoReported,,,,,,,,,,,,,,,,,,1
capital,NoReported,,,,,,,,,,,,,,,,,,1
carbon-storage,NoReported,,,,,,,,,,,,,,,,,,1
cement,NoReported,,,,,,,,,,,,,,,,,,1
cement-tfe,NoReported,,,,,,,,,,,,,,,,,,1
chemical,NoReported,,,,,,,,,,,,,,,,,,1
chemical energy use,NoReported,,,,,,,,,,,,,,,,,,1
chemical feedstocks,NoReported,,,,,,,,,,,,,,,,,,1
chemical-tfe,NoReported,,,,,,,,,,,,,,,,,,1
coal,Price|Secondary Energy|Solids,Price|Secondary Energy|Solids|Coal,,,,,,,,,,,,,,,,,1
comm cooling,NoReported,,,,,,,,,,,,,,,,,,1
comm heating,NoReported,,,,,,,,,,,,,,,,,,1
comm others,NoReported,,,,,,,,,,,,,,,,,,1
comm-internal-gains-trial-market-trial-supply,NoReported,,,,,,,,,,,,,,,,,,1
construction,NoReported,,,,,,,,,,,,,,,,,,1
construction energy use,NoReported,,,,,,,,,,,,,,,,,,1
construction feedstocks,NoReported,,,,,,,,,,,,,,,,,,1
construction-tfe,NoReported,,,,,,,,,,,,,,,,,,1
consumer durable,NoReported,,,,,,,,,,,,,,,,,,1
crude oil,NoReported,,,,,,,,,,,,,,,,,,1
csp_backup,NoReported,,,,,,,,,,,,,,,,,,1
delivered biomass,Price|Final Energy|Agriculture|Solids,Price|Final Energy|Agriculture|Solids|Biomass,Price|Final Energy|Residential and Commercial|Solids,Price|Final Energy|Residential and Commercial|Solids|Biomass,Price|Final Energy|Residential|Solids,Price|Final Energy|Residential|Solids|Biomass,Price|Final Energy|Commercial|Solids,Price|Final Energy|Commercial|Solids|Biomass,Price|Final Energy|Industry|Solids,Price|Final Energy|Industry|Solids|Biomass,Price|Final Energy|Solids,Price|Final Energy|Solids|Biomass,Price|Final Energy|Industry|Chemicals|Solids,Price|Final Energy|Industry|Chemicals|Solids|Biomass,Price|Final Energy|Industry|Iron and Steel|Solids,Price|Final Energy|Industry|Iron and Steel|Solids|Biomass,Price|Final Energy|Industry|Other Sector|Solids,Price|Final Energy|Industry|Other Sector|Solids|Biomass,1
delivered coal,Price|Final Energy|Agriculture|Solids,Price|Final Energy|Agriculture|Solids|Coal,Price|Final Energy|Residential and Commercial|Solids,Price|Final Energy|Residential and Commercial|Solids|Coal,Price|Final Energy|Residential|Solids,Price|Final Energy|Residential|Solids|Coal,Price|Final Energy|Commercial|Solids,Price|Final Energy|Commercial|Solids|Coal,Price|Final Energy|Industry|Solids,Price|Final Energy|Industry|Solids|Coal,Price|Final Energy|Solids,Price|Final Energy|Solids|Coal,Price|Final Energy|Industry|Chemicals|Solids,Price|Final Energy|Industry|Chemicals|Solids|Coal,Price|Final Energy|Industry|Iron and Steel|Solids,Price|Final Energy|Industry|Iron and Steel|Solids|Coal,Price|Final Energy|Industry|Other Sector|Solids,Price|Final Energy|Industry|Other Sector|Solids|Coal,1
delivered gas,Price|Final Energy|Residential and Commercial|Gases,Price|Final Energy|Residential|Gases,Price|Final Energy|Commercial|Gases,Price|Final Energy|Transportation|Gases,Price|Final Energy|Transportation|Bus|Gases,Price|Final Energy|Transportation|Light-Duty Vehicle|Gases,,,,,,,,,,,,,1
desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
distributed_solar,NoReported,,,,,,,,,,,,,,,,,,1
district heat,Price|Final Energy|Agriculture|Heat,,Price|Final Energy|Residential and Commercial|Heat,Price|Final Energy|Residential|Heat,Price|Final Energy|Commercial|Heat,Price|Final Energy|Heat,Price|Final Energy|Industry|Heat,Price|Secondary Energy|Heat,Price|Final Energy|Industry|Chemicals|Heat,,,,,,,,,,1
elec_CSP,NoReported,,,,,,,,,,,,,,,,,,1
elec_CSP-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_CSP_storage,NoReported,,,,,,,,,,,,,,,,,,1
elec_CSP_storage-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_Gen_III,NoReported,,,,,,,,,,,,,,,,,,1
elec_Gen_III-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_Gen_II_LWR,NoReported,,,,,,,,,,,,,,,,,,1
elec_Gen_II_LWR-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_biomass (IGCC CCS),NoReported,,,,,,,,,,,,,,,,,,1
elec_biomass (IGCC CCS)-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_biomass (IGCC),NoReported,,,,,,,,,,,,,,,,,,1
elec_biomass (IGCC)-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_biomass (conv CCS),NoReported,,,,,,,,,,,,,,,,,,1
elec_biomass (conv CCS)-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_biomass (conv),NoReported,,,,,,,,,,,,,,,,,,1
elec_biomass (conv)-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_coal (IGCC CCS),NoReported,,,,,,,,,,,,,,,,,,1
elec_coal (IGCC CCS)-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_coal (IGCC),NoReported,,,,,,,,,,,,,,,,,,1
elec_coal (IGCC)-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_coal (conv pul CCS),NoReported,,,,,,,,,,,,,,,,,,1
elec_coal (conv pul CCS)-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_coal (conv pul),NoReported,,,,,,,,,,,,,,,,,,1
elec_coal (conv pul)-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_gas (CC CCS),NoReported,,,,,,,,,,,,,,,,,,1
elec_gas (CC CCS)-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_gas (CC),NoReported,,,,,,,,,,,,,,,,,,1
elec_gas (CC)-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_gas (steam/CT),NoReported,,,,,,,,,,,,,,,,,,1
elec_gas (steam/CT)-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_geothermal,NoReported,,,,,,,,,,,,,,,,,,1
elec_geothermal-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_refined liquids (CC CCS),NoReported,,,,,,,,,,,,,,,,,,1
elec_refined liquids (CC CCS)-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_refined liquids (CC),NoReported,,,,,,,,,,,,,,,,,,1
elec_refined liquids (CC)-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elec_refined liquids (steam/CT),NoReported,,,,,,,,,,,,,,,,,,1
elec_refined liquids (steam/CT)-fixed-output,NoReported,,,,,,,,,,,,,,,,,,1
elect_td_bld,Price|Final Energy|Residential and Commercial|Electricity,,Price|Final Energy|Residential|Electricity,Price|Final Energy|Commercial|Electricity,,,,,,,,,,,,,,,1
elect_td_ind,Price|Final Energy|Agriculture|Electricity,,Price|Final Energy|Electricity,Price|Final Energy|Industry|Electricity,Price|Final Energy|Industry|Chemicals|Electricity,Price|Final Energy|Industry|Iron and Steel|Electricity,Price|Final Energy|Industry|Non-Metallic Minerals|Cement|Electricity,Price|Final Energy|Industry|Other Sector|Electricity,Price|Final Energy|Industry|Pulp and Paper|Electricity,,,,,,,,,,1
elect_td_trn,Price|Final Energy|Bunkers|Electricity,,Price|Final Energy|Transportation (w/ bunkers)|Electricity,Price|Final Energy|Transportation|Electricity,Price|Final Energy|Transportation|Truck|Electricity,Price|Final Energy|Transportation|Rail|Electricity,Price|Final Energy|Transportation|Passenger|Electricity,Price|Final Energy|Transportation|Light-Duty Vehicle|Electricity,Price|Final Energy|Transportation|Freight|Electricity,Price|Final Energy|Transportation|Domestic Shipping|Electricity,Price|Final Energy|Transportation|Domestic Aviation|Electricity,Price|Final Energy|Transportation|Bus|Electricity,,,,,,,1
electricity,Price|Secondary Energy|Electricity,,,,,,,,,,,,,,,,,,1
electricityDemand_int,NoReported,,,,,,,,,,,,,,,,,,1
electricity_net_ownuse,NoReported,,,,,,,,,,,,,,,,,,1
energy net export,NoReported,,,,,,,,,,,,,,,,,,1
energy service,NoReported,,,,,,,,,,,,,,,,,,1
food processing,NoReported,,,,,,,,,,,,,,,,,,1
gas pipeline,NoReported,,,,,,,,,,,,,,,,,,1
gas processing,Price|Secondary Energy|Gases,,,,,,,,,,,,,,,,,,1
gas trade statistical differences,NoReported,,,,,,,,,,,,,,,,,,1
gas trade statistical differencesDemand_int,NoReported,,,,,,,,,,,,,,,,,,1
geothermal,NoReported,,,,,,,,,,,,,,,,,,1
globalFodderHerb,NoReported,,,,,,,,,,,,,,,,,,1
globalOtherMeat_Fish,NoReported,,,,,,,,,,,,,,,,,,1
globalResidue,NoReported,,,,,,,,,,,,,,,,,,1
globalScavenging_Other_Rsrc,NoReported,,,,,,,,,,,,,,,,,,1
globalbio-ceiling,NoReported,,,,,,,,,,,,,,,,,,1
globalbio_externality_cost,NoReported,,,,,,,,,,,,,,,,,,1
globalglobal solar resource,NoReported,,,,,,,,,,,,,,,,,,1
global solar resource,NoReported,,,,,,,,,,,,,,,,,,1
globallimestone,NoReported,,,,,,,,,,,,,,,,,,1
globalmisc emissions sources,NoReported,,,,,,,,,,,,,,,,,,1
globalnegative_emiss_budget,NoReported,,,,,,,,,,,,,,,,,,1
globaloffshore carbon-storage,NoReported,,,,,,,,,,,,,,,,,,1
globaloil-credits,NoReported,,,,,,,,,,,,,,,,,,1
globalscrap,NoReported,,,,,,,,,,,,,,,,,,1
globalunconventional oil upscaling,NoReported,,,,,,,,,,,,,,,,,,1
globaluranium,NoReported,,,,,,,,,,,,,,,,,,1
globalC2F6,NoReported,,,,,,,,,,,,,,,,,,1
globalCF4,NoReported,,,,,,,,,,,,,,,,,,1
globalCH4,NoReported,,,,,,,,,,,,,,,,,,1
globalCH4_AGR,NoReported,,,,,,,,,,,,,,,,,,1
globalCH4_AWB,NoReported,,,,,,,,,,,,,,,,,,1
globalCO2,NoReported,,,,,,,,,,,,,,,,,,1
globalCO2_FUG,NoReported,,,,,,,,,,,,,,,,,,1
globalCO2_LUC,NoReported,,,,,,,,,,,,,,,,,,1
globalGHG,NoReported,,,,,,,,,,,,,,,,,,1
globalHFC125,NoReported,,,,,,,,,,,,,,,,,,1
globalHFC134a,NoReported,,,,,,,,,,,,,,,,,,1
globalHFC143a,NoReported,,,,,,,,,,,,,,,,,,1
globalHFC152a,NoReported,,,,,,,,,,,,,,,,,,1
globalHFC227ea,NoReported,,,,,,,,,,,,,,,,,,1
globalHFC23,NoReported,,,,,,,,,,,,,,,,,,1
globalHFC236fa,NoReported,,,,,,,,,,,,,,,,,,1
globalHFC245fa,NoReported,,,,,,,,,,,,,,,,,,1
globalHFC32,NoReported,,,,,,,,,,,,,,,,,,1
globalHFC365mfc,NoReported,,,,,,,,,,,,,,,,,,1
globalHFC43,NoReported,,,,,,,,,,,,,,,,,,1
globalN2O,NoReported,,,,,,,,,,,,,,,,,,1
globalN2O_AGR,NoReported,,,,,,,,,,,,,,,,,,1
globalN2O_AWB,NoReported,,,,,,,,,,,,,,,,,,1
globalSF6,NoReported,,,,,,,,,,,,,,,,,,1
industrial processes,NoReported,,,,,,,,,,,,,,,,,,1
industrial wastewater treatment,NoReported,,,,,,,,,,,,,,,,,,1
industrial water abstraction,NoReported,,,,,,,,,,,,,,,,,,1
industrial water treatment,NoReported,,,,,,,,,,,,,,,,,,1
inorganic-surface-storage,NoReported,,,,,,,,,,,,,,,,,,1
iron and steel,NoReported,,,,,,,,,,,,,,,,,,1
irrigation water abstraction,NoReported,,,,,,,,,,,,,,,,,,1
mining energy use,NoReported,,,,,,,,,,,,,,,,,,1
mining energy use-tfe,NoReported,,,,,,,,,,,,,,,,,,1
municipal wastewater treatment,NoReported,,,,,,,,,,,,,,,,,,1
municipal water,NoReported,,,,,,,,,,,,,,,,,,1
municipal water abstraction,NoReported,,,,,,,,,,,,,,,,,,1
municipal water distribution,NoReported,,,,,,,,,,,,,,,,,,1
municipal water treatment,NoReported,,,,,,,,,,,,,,,,,,1
municipal water-tfe,NoReported,,,,,,,,,,,,,,,,,,1
natural gas,NoReported,,,,,,,,,,,,,,,,,,1
nuclearFuelGenII,NoReported,,,,,,,,,,,,,,,,,,1
nuclearFuelGenIII,NoReported,,,,,,,,,,,,,,,,,,1
offshore wind resource,NoReported,,,,,,,,,,,,,,,,,,1
onshore carbon-storage,NoReported,,,,,,,,,,,,,,,,,,1
onshore wind resource,NoReported,,,,,,,,,,,,,,,,,,1
other industrial energy use,NoReported,,,,,,,,,,,,,,,,,,1
other industrial feedstocks,NoReported,,,,,,,,,,,,,,,,,,1
other industry,NoReported,,,,,,,,,,,,,,,,,,1
other industry-tfe,NoReported,,,,,,,,,,,,,,,,,,1
paper,NoReported,,,,,,,,,,,,,,,,,,1
paper-tfe,NoReported,,,,,,,,,,,,,,,,,,1
process heat cement,NoReported,,,,,,,,,,,,,,,,,,1
process heat dac,NoReported,,,,,,,,,,,,,,,,,,1
process heat food processing,NoReported,,,,,,,,,,,,,,,,,,1
process heat paper,NoReported,,,,,,,,,,,,,,,,,,1
refined liquids enduse,Price|Final Energy|Bunkers|Liquids,,Price|Final Energy|Transportation (w/ bunkers)|Liquids,Price|Final Energy|Residential and Commercial|Liquids,Price|Final Energy|Residential|Liquids,Price|Final Energy|Commercial|Liquids,Price|Final Energy|Liquids,Price|Final Energy|Transportation|Liquids,Price|Final Energy|Transportation|Truck|Liquids,Price|Final Energy|Transportation|Rail|Liquids,Price|Final Energy|Transportation|Passenger|Liquids,Price|Final Energy|Transportation|Light-Duty Vehicle|Liquids,Price|Final Energy|Transportation|Freight|Liquids,Price|Final Energy|Transportation|Domestic Shipping|Liquids,Price|Final Energy|Transportation|Domestic Aviation|Liquids,Price|Final Energy|Transportation|Bus|Liquids,,,1
refined liquids industrial,Price|Final Energy|Agriculture|Liquids,,Price|Final Energy|Industry|Liquids,Price|Final Energy|Industry|Chemicals|Liquids,Price|Final Energy|Industry|Iron and Steel|Liquids,Price|Final Energy|Industry|Other Sector|Liquids,,,,,,,,,,,,,1
refining,Price|Secondary Energy|Liquids,,,,,,,,,,,,,,,,,,1
refiningDemand_int,NoReported,,,,,,,,,,,,,,,,,,1
regional ammonia,NoReported,,,,,,,,,,,,,,,,,,1
regional beef,NoReported,,,,,,,,,,,,,,,,,,1
regional biomass,Price|Primary Energy|Biomass,,,,,,,,,,,,,,,,,,1
regional biomassOil,NoReported,,,,,,,,,,,,,,,,,,1
regional coal,Price|Primary Energy|Coal,,Price|Primary Energy|Fossil,,,,,,,,,,,,,,,,1
regional corn,NoReported,,,,,,,,,,,,,,,,,,1
regional corn for ethanol,NoReported,,,,,,,,,,,,,,,,,,1
regional dairy,NoReported,,,,,,,,,,,,,,,,,,1
regional fibercrop,NoReported,,,,,,,,,,,,,,,,,,1
regional forest,NoReported,,,,,,,,,,,,,,,,,,1
regional fruits,NoReported,,,,,,,,,,,,,,,,,,1
regional industrial_roundwood,NoReported,,,,,,,,,,,,,,,,,,1
regional iron and steel,NoReported,,,,,,,,,,,,,,,,,,1
regional iron and steel-tfe,NoReported,,,,,,,,,,,,,,,,,,1
regional legumes,NoReported,,,,,,,,,,,,,,,,,,1
regional misccrop,NoReported,,,,,,,,,,,,,,,,,,1
regional natural gas,Price|Primary Energy|Gas,,Price|Primary Energy|Fossil,,,,,,,,,,,,,,,,1
regional nuts_seeds,NoReported,,,,,,,,,,,,,,,,,,1
regional oil,Price|Primary Energy|Oil,,Price|Primary Energy|Fossil,,,,,,,,,,,,,,,,1
regional oilcrop,NoReported,,,,,,,,,,,,,,,,,,1
regional oilpalm,NoReported,,,,,,,,,,,,,,,,,,1
regional othergrain,NoReported,,,,,,,,,,,,,,,,,,1
regional pork,NoReported,,,,,,,,,,,,,,,,,,1
regional poultry,NoReported,,,,,,,,,,,,,,,,,,1
regional rice,NoReported,,,,,,,,,,,,,,,,,,1
regional root_tuber,NoReported,,,,,,,,,,,,,,,,,,1
regional sawnwood,NoReported,,,,,,,,,,,,,,,,,,1
regional sheepgoat,NoReported,,,,,,,,,,,,,,,,,,1
regional soybean,NoReported,,,,,,,,,,,,,,,,,,1
regional sugar for ethanol,NoReported,,,,,,,,,,,,,,,,,,1
regional sugarcrop,NoReported,,,,,,,,,,,,,,,,,,1
regional vegetables,NoReported,,,,,,,,,,,,,,,,,,1
regional wheat,NoReported,,,,,,,,,,,,,,,,,,1
regional woodpulp,NoReported,,,,,,,,,,,,,,,,,,1
regional woodpulp for energy,NoReported,,,,,,,,,,,,,,,,,,1
resid cooling modern_d1,NoReported,,,,,,,,,,,,,,,,,,1
resid cooling modern_d10,NoReported,,,,,,,,,,,,,,,,,,1
resid cooling modern_d2,NoReported,,,,,,,,,,,,,,,,,,1
resid cooling modern_d3,NoReported,,,,,,,,,,,,,,,,,,1
resid cooling modern_d4,NoReported,,,,,,,,,,,,,,,,,,1
resid cooling modern_d5,NoReported,,,,,,,,,,,,,,,,,,1
resid cooling modern_d6,NoReported,,,,,,,,,,,,,,,,,,1
resid cooling modern_d7,NoReported,,,,,,,,,,,,,,,,,,1
resid cooling modern_d8,NoReported,,,,,,,,,,,,,,,,,,1
resid cooling modern_d9,NoReported,,,,,,,,,,,,,,,,,,1
resid heating TradBio_d1,NoReported,,,,,,,,,,,,,,,,,,1
resid heating TradBio_d10,NoReported,,,,,,,,,,,,,,,,,,1
resid heating TradBio_d2,NoReported,,,,,,,,,,,,,,,,,,1
resid heating TradBio_d3,NoReported,,,,,,,,,,,,,,,,,,1
resid heating TradBio_d4,NoReported,,,,,,,,,,,,,,,,,,1
resid heating TradBio_d5,NoReported,,,,,,,,,,,,,,,,,,1
resid heating TradBio_d6,NoReported,,,,,,,,,,,,,,,,,,1
resid heating TradBio_d7,NoReported,,,,,,,,,,,,,,,,,,1
resid heating TradBio_d8,NoReported,,,,,,,,,,,,,,,,,,1
resid heating TradBio_d9,NoReported,,,,,,,,,,,,,,,,,,1
resid heating coal_d1,NoReported,,,,,,,,,,,,,,,,,,1
resid heating coal_d10,NoReported,,,,,,,,,,,,,,,,,,1
resid heating coal_d2,NoReported,,,,,,,,,,,,,,,,,,1
resid heating coal_d3,NoReported,,,,,,,,,,,,,,,,,,1
resid heating coal_d4,NoReported,,,,,,,,,,,,,,,,,,1
resid heating coal_d5,NoReported,,,,,,,,,,,,,,,,,,1
resid heating coal_d6,NoReported,,,,,,,,,,,,,,,,,,1
resid heating coal_d7,NoReported,,,,,,,,,,,,,,,,,,1
resid heating coal_d8,NoReported,,,,,,,,,,,,,,,,,,1
